judul,teks,link-href,label
"Tidak Lolos SNMPTN 2021, Ini Langkah Yang Bisa Dilakukan","Tidak lolos SNMPTN 2021 bukan akhir dunia. Berikut langkah yang bisa kamu lakukan demi peluang melanjutkan pendidikan di PTN., Jakarta - Pengumuman SNMPTN 2021 akhirnya bisa diakses pada Senin (22/3/2021) di link https://pengumuman-snmptn.ltmpt.ac.id. Peserta juga bisa mengakses 28 laman mirror lain yang disediakan PTN.  Peserta yang berhasil tidak lolos akan pengumuman SNMPTN 2021 dengan kop berwarna merah orange. LTMPT dalam konferensi pers Pengumuman Hasil SNMPTN 2021 memperlihatkan gambaran notifikasi yang akan diterima peserta  Peserta yang dinyatakan tidak lolos dalam pengumuman SNMPTN 2021 tidak perlu khawatir. Masih ada peluang lain untuk melanjutkan pendidikan di PTN.  Ketua LTMPT Mohammad Nasih berpesan supaya para siswa tidak menyerah. Para siswa harus terus semangat dan berjuang dalam seleksi masuk PTN yang lain, yaitu UTBK SBMPTN 2021 dan ujian mandiri. 'Masih banyak kesempatan dan peluang apda jalur-jalur yang lain, termasuk tentu saja PTN dan PTS lain yang kualitasnya tidak beda dengan PTN tujuan semula,' kata Nasih dalam siaran yang ditayangkan di channel YouTube LTMPT OFFICIAL.",https://www.detik.com/edu/seleksi-masuk-pt/d-5502949/tidak-lolos-snmptn-2021-ini-langkah-yang-bisa-dilakukan,1
"Pengumuman SNMPTN 2021, Berikut 20 PTN yang Paling Banyak Menerima Siswa","Hasil pengumuman SNMPTN 2021 bisa diakses peserta hari ini Senin (22/3/2021) pukul 15.00 WIB. LTMPT mencatat ada 20 PTN yang paling banyak menerima siswa., Jakarta - Lembaga Tes Masuk Perguruan Tinggi (LTMPT) akan mengumumkan hasil Seleksi Nasional Masuk Perguruan Tinggi (SNMPTN) 2021 pada hari ini. Berdasarkan data yang diperoleh, terdapat perguruan tinggi yang proses seleksinya tidak begitu ketat.  Menurut Ketua LTMPT Mohammad Nasih, proses seleksi yang tidak ketat di suatu perguruan tinggi karena lebih besarnya angka daya tampung dibanding jumlah peminat. Sehingga proses seleksinya dinilai tidak ketat dibanding dengan jumlah peminat lebih banyak dari daya tampung. Adapun, contoh perguruan tinggi yang memiliki proses seleksi yang tidak ketat adalah Institut Seni Budaya Indonesia (ISBI) Papua. Alasan kurangnya peminat di SNMPTN karena banyak calon mahasiswa yang menjadikan PTN tersebut sebagai pilihan kedua. 'Kalau yang nggak ketat, umumnya di Institut Seni, yang sering kali, mohon maaf menunggu kalau SNMPTN nggak lolos dan SBMPTN nggak lolos. Sehungga menjadi pilihan utama dan kami selalu mengikuti kawan-kawan di ISBI Papua, misalnya, selalu peminatnya tidak sebanyak daya tampung yang disediakan,' ungkap dia dalam Konferensi Pers Pengumuman Hasil SNMPTN 2021, Senin (22/3/2021).  Nasih melanjutkan, kursi kosong dari kurangnya peminat di SNMPTN akan disalurkan bagi calon pendaftar di SBMPTN. Sehingga tidak ada istilah bagi kursi kosong dan mahasiswa cadangan. 'Sehingga nanti akan diisi di jalur SBMPTN (kuota yang kurang),' papar Nasih.  Sementara itu, LTMPT akan mengumumkan hasil SNMPTN pada pukul 15.00 WIB hari ini, Senin (22/3/2021). Nasih mengimbau agar para pendaftar melakukan pengecekan di situs PTN masing-masing agar mengetahui prosedur pendaftaran ulang. 'Peserta yang mendaftar lihat di PTN yang diingkan, agar lihat cara daftar ulangnya. Soalnya, kalau nggak lihat sudah euforia eh lupa besok ternyata harus ini itu, A, B, C, D,' tutup dia. Semoga beruntung di SNMPTN 2021!",https://www.detik.com/edu/seleksi-masuk-pt/d-5502721/pengumuman-snmptn-2021-berikut-20-ptn-yang-paling-banyak-menerima-siswa,1
Pemerintah Tak Segera Perbaiki Jalan Rusak Bisa Kena Sanksi Lho,"Bila tak segera diperbaiki atau memberi tanda yang dimaksud, pemerintah atau penyelenggara jalan bisa kena sanksi hukum pidana kurungan atau denda., Jakarta - Sebuah video aparat desa marah-marah kepada seorang guru di Sukabumi, Jawa Barat viral di media sosial. Diketahui, guru berinisial E itu jadi sasaran kemarahan aparat desa karena mengunggah foto jalan rusak di ruas jalan menuju tempatnya bertugas. Kebanyakan warganet yang menyaksikan video itu langsung membela guru tersebut. Mereka berpendapat yang dilakukan guru itu tidak salah. Warganet justru mempertanyakan mengapa ada jalan rusak tapi tak segera diperbaiki oleh pemerintah setempat. 'Lah bukannya diterima masukan dan sarannya malah nunjuk-nunjuk apa ini perwakilan rakyat? PRIMITIF,' ujar salah satu warganet di Instagram @infojawabarat, Jumat (12/3/2021).  Analis Kebijakan Publik Universitas Trisakti, Trubus Rahardiansyah menilai permintaan para netizen itu tidak ada salahnya. Sebab, memang ada aturan yang mewajibkan pejabat publik untuk segera memperbaiki jalan rusak agar tidak merugikan masyarakat.   Adapun aturan yang dimaksud adalah UU No. 22 Tahun 2009 tentang Lalu Lintas dan Angkutan Jalan. Dalam pasal 24 ayat (1) UU tersebut disebutkan bahwa penyelenggara wajib segera dan patut untuk memperbaiki jalan rusak yang dapat mengakibatkan kecelakaan lalu lintas.  Kalau belum dilakukan perbaikan jalan rusak namun berniat untuk diperbaiki, maka penyelenggara jalan tetap wajib memberi tanda atau rambu pada jalan yang rusak untuk mencegah terjadinya kecelakaan lalu lintas. Bila tak segera diperbaiki atau memberi tanda yang dimaksud, pemerintah atau penyelenggara jalan bisa kena sanksi hukum pidana kurungan atau denda.'Setiap penyelenggara jalan tidak segera memperbaiki jalan rusak tersebut dan mengakibatkan kecelakaan lalu lintas, sehingga menimbulkan korban luka ringan dan/atau kerusakan kendaraan dipidana kurungan paling lama 6 bulan atau denda maksimal Rp 12 juta,' bunyi pasal 273 UU No.22 Tahun 2009.",https://finance.detik.com/infrastruktur/d-5490815/pemerintah-tak-segera-perbaiki-jalan-rusak-bisa-kena-sanksi-lho,1
"Setahun Corona, Ini Sederet Upaya RI Akhiri Pandemi","Sejauh ini pemerintah melalui Kementerian Kesehatan (Kemenkes) terus berupaya mengendalikan pandemi COVID-19 lewat banyak kebijakan., Jakarta - Maret 2021 ini, tepat satu tahun sejak COVID-19 melanda Indonesia. Pada 2 Maret 2020 Pemerintah Indonesia mengumumkan kasus pertama pasien terinfeksi virus Corona.  Pemerintah melalui Kementerian Kesehatan (Kemenkes) terus berupaya mengendalikan pandemi COVID-19 lewat banyak kebijakan. Menurut Sekjen Kemenkes RI Oscar Primadi, upaya yang dilakukan pemerintah dalam setahun terakhir sudah menunjukkan dampak positif. Hal ini dilihat dari tren penanganan Corona yang terus membaik.  'Kalau berbicara soal penanganan pandemi yang sudah kita lewati 1 tahun ini, memang perbaikan dari sisi pengendalian maupun strategi yang kita lakukan saya rasa sudah bisa dirasakan dan sudah menampakkan hasil yang menggembirakan,' ujar Sekjen Kemenkes RI Oscar Primadi dalam perbincangan di Radio Kesehatan, Jumat (5/3/2021).  'Perkembangan itu kita rasakan manfaatnya. Saat ini kita lihat meskipun masih ada pandemi COVID, tetapi ada tren perbaikan,' tambahnya.",https://news.detik.com/berita/d-5483655/setahun-corona-ini-sederet-upaya-ri-akhiri-pandemi,1
Mahfud Md di Depan Para Pakar Hukum: Jangan Takut Mengkritik Pemerintah,"Menko Polhukam Mahfud Md meminta para pakar hukum tak takut mengkritik pemerintah. Mahfud para pakar juga harus memikirkan keselamatan bangsa., Jakarta - Menko Polhukam Mahfud Md meminta para pakar hukum jangan takut mengkritik pemerintah. Hal itu disampaikan di depan para 'pendekar' hukum yang tergabung dalam Asosiasi Pengajar Hukum Tata Negara-Hukum Administrasi Negara (AP HTN-HAN) seluruh Indonesia.  'Jangan takut mengkritik pemerintah, nggak papa,' kata Mahfud.  Hal itu disampaikan Mahfud Md saat memberikan sambutan pelantikan pengurus AP HTN-HAN periode 2021-2025 di Jakarta, Rabu (3/3/2021). Namun Mahfud Md meminta para pengajar tersebut juga menjadi intelektual, yaitu tidak hanya berbicara pemikirannya semata, tetapi juga memikirkan keselamatan bangsa. 'Serta jangan menjadi sarjana yang tidak bertanggung jawab. Sebab, banyak juga sarjana yang menjadi koruptor. Sarjana itu teknis. Kertas bahwa Anda S3. Kalau istilah Pak Hatta, kaum intelektual itu cerdas otaknya, mulia hatinya,' sambung Mahfud yang juga Ketua Dewan Pembina AP HTN-HAN itu. Dalam rangkaian acara itu juga digelar seminar nasional 'Demokrasi dan Nalar Intelektual: Peran AP HTN-HAN Dalam Pembangunan Nasional' dengan pembicara kunci mantan Ketua Mahkamah Konstitusi (MK) Prof Jimly Asshiddiqie yang ditayangkan langsung di YouTube. Jimly bercerita nasib awal-awal AP HTN-HAN didirikan di era Orde Baru.  Kala itu banyak pemikir hukum tata negara yang kritis ditangkap sehingga hukum tata negara sedikit peminatnya di kampus-kampus. Namun tumbangnya Orde Baru mengubah segalanya. Hukum tata negara menjadi populer lagi dan banyak mahasiswa tertarik mengikuti kajian hukum tata negara. 'Jadi ahli hukum tata negara risikonya dobel, honornya tidak jelas. Beda dengan hukum bisnis. Kedua, kalau dia kritis suka ditangkap. Itu risiko kedua,' cerita Jimly.",https://news.detik.com/berita/d-5479941/mahfud-md-di-depan-para-pakar-hukum-jangan-takut-mengkritik-pemerintah,1
"Survei Litbang Kompas: 58,9% Puas Kinerja Pemerintah Atasi Pandemi","Litbang Kompas merilis hasil survei yang hasilnya mayoritas responden puas terhadap kinerja pemerintah dalam mengatasi pandemi COVID-19., Hasilnya, mayoritas publik puas dengan kinerja pemerintah.  Survei ini dilakukan Litbang Kompas pada 27 Desember 2020 hingga 9 Januari 2021. Survei dilakukan melalui wawancara tatap muka. Wawancara dilakukan terhadap 2.000 responden yang dipilih secara acak menggunakan metode pencuplikan acak proporsional bertingkat di 34 provinsi. Tingkat kepercayaan dalam survei ini sebesar 95 persen dengan margin of error +- 2,83 persen",https://news.detik.com/berita/d-5476553/survei-litbang-kompas-589-puas-kinerja-pemerintah-atasi-pandemi,1
Saat Perpres Vaksinasi Dianggap Langgar Hasil Rapat Komisi DPR,"Penerbitan Perpres 14/2021 menuai kritik dari Komisi IX DPR. Pemerintah dianggap melanggar kesepakatan antara Komisi IX DPR dengan Kemenkes., Jakarta - Keputusan pemerintah menerbitkan Peraturan Presiden (Perpres) Nomor 14 Tahun 2021 menuai kritik dari DPR, yang sebagian besar berisi partai pendukung pemerintah. Pemerintah dianggap melanggar kesepakatan antara Komisi IX DPR RI dan Kementerian Kesehatan (Kemenkes).  Anggapan pemerintah melanggar kesepakatan ini disampaikan Ketua Komisi IX DPR Felly Estelita Runtuwene. Yang jadi pangkal masalah ialah Perpres Nomor 14 Tahun 2021 tentang Pengadaan Vaksin dan Pelaksanaan Vaksinasi dalam Rangka Penanggulangan Pandemi COVID-19.  Pemerintah, dalam hal ini diwakili Kemenkes, disebut telah sepakat dengan Komisi IX DPR untuk tidak mengatur sanksi bagi masyarakat yang menolak vaksinasi Corona. Kesepakatan tersebut merupakan kesimpulan rapat kerja (raker) antara Komisi IX DPR dan Kemenkes pada 14 Januari 2021. Menkes Budi Gunadi Sadikit disebut hadir dalam rapat kala itu.  'Perpres tersebut, menurut kesimpulan rapat ini, sudah bertentangan. Intinya adalah pemerintah sudah melanggar kesepakatannya dengan Komisi IX DPR. Pemerintah sudah melanggar, karena kesepakatan itu mengikat kedua pihak, pemerintah dan DPR. Apa gunanya kita rapat kalau itu tidak ada legitimatenya,' kata Ketua Komisi IX Felly Estelita Runtuwene dalam keterangan tertulis seperti dilihat, Senin (15/2/2021).",,1
https://news.detik.com/berita/d-5375079/saat-perpres-vaksinasi-dianggap-langgar-hasil-rapat-komisi-dpr,,,1
"JK Tanya Cara Kritik Tanpa Dipolisikan, Ferdinand: Becerminlah Sebelum Bicara","Wapres ke-12 RI Jusuf Kalla (JK) mempertanyakan cara mengkritik pemerintah tanpa harus dipolisikan. Ferdinand Hutahaean meminta JK 'becermin' sebelum bicara., Jakarta - PKB menanggapi Jusuf Kalla (JK) yang sempat mempertanyakan cara melakukan kritik ke pemerintah tanpa dipolisikan. PKB menilai kritik saat ini lebih masif tapi cenderung berisi hujatan.'Zaman Orde Lama dan Orde Baru, kritik pada pemerintah tidak dilakukan setiap hari dan massif. Zaman sekarang sangat masif dan bisa tiap hari. Bahkan cenderung bukan lagi kritik tapi hujatan yang tanpa dasar,' kata Ketua DPP PKB Faisol Riza saat dihubungi, Senin (15/2/2021).",https://news.detik.com/berita/d-5374312/jk-tanya-cara-kritik-tanpa-dipolisikan-ferdinand-becerminlah-sebelum-bicara,1
Ketua PKB Komentari JK: Kritik Sekarang Cenderung Hujatan Tanpa Dasar,"PKB menanggapi JK yang sempat mempertanyakan cara kritik ke pemerintah tanpa dipolisikan. PKB menilai kritik saat ini masif, tapi cenderung berisi hujatan.",https://news.detik.com/berita/d-5374186/ketua-pkb-komentari-jk-kritik-sekarang-cenderung-hujatan-tanpa-dasar,1
"Respons JK, PPP Bicara soal Kritik Campur Ujaran Kebencian hingga Provokasi","JK mempertanyakan cara mengkritik pemerintah tanpa dipolisikan. Menurut PPP, perlu ditelaah apakah murni kritik atau bercampur dugaan provokasi.",https://news.detik.com/berita/d-5374077/respons-jk-ppp-bicara-soal-kritik-campur-ujaran-kebencian-hingga-provokasi,1
Mahfud Md: Pemerintah Tak Akan Pernah Menangkap Orang Kritis,Menko Polhukam Mahfud MD menyebut pemerintah tidak akan pernah menangkap orang-orang yang kritis terhadap pemerintah.,https://news.detik.com/berita/d-5373485/mahfud-md-pemerintah-tak-akan-pernah-menangkap-orang-kritis,1
PAN Apresiasi Jokowi Siap Dikritik: Tindak Buzzer yang Timbulkan Keributan!,PAN mengapresiasi sikap pemerintah yang menyatakan siap menerima kritik dan masukan. PAN meminta buzzer pembuat keributan ditindak.,https://news.detik.com/berita/d-5368733/jokowi-siap-dikritik-nasdem-buzzer-harus-beri-ruang-ke-publik,1
"Legislator PKB: Masyarakat Takut Mengkritik, Tindak Buzzer Kurang Ajar!",Anggota DPR Syaiful Bahri Anshori menyebut masyarakat takut mengkritik Jokowi karena buzzer. Syaiful meminta buzzer yang kurang ajar ditindak.,https://news.detik.com/berita/d-5368608/pendiri-survei-kedaikopi-minta-hukum-tak-tumpul-ke-buzzer,1
"Jokowi Siap Dikritik, NasDem: Buzzer Harus Beri Ruang ke Publik",Pemerintah membuka diri untuk menerima kritik dari semua pihak. NasDem meminta para buzzer pendukung Jokowi memberikan ruang agar publik bisa mengkritik.,https://news.detik.com/berita/d-5368357/pemerintah-siap-dikritik-pakar-medsos-minta-jaminan-tak-ada-serangan-buzzer,1
Penelitian PSPK : Anak dari Keluarga Miskin Sulit Akses Sekolah Berkualitas,"  ""Sekolah merupakan sarana belajar bagi anak-anak. Namun ternyata ada peran keluarga juga yang memengaruhi keberhasilan pendidikan anak.""",https://www.detik.com/edu/sekolah/d-5350258/penelitian-pspk--anak-dari-keluarga-miskin-sulit-akses-sekolah-berkualitas,1
"Beda dengan PSBB, Pemerintah Pakai Istilah PPKM Batasi Kegiatan Warga"," ""Pemerintah akan menerapkan PPKM sejak 11 sampai 25 Januari 2021 di sejumlah daerah. Istilah ini berbeda dengan pembatasan sosial berskala besar (PSBB).""",https://news.detik.com/berita/d-5324230/beda-dengan-psbb-pemerintah-pakai-istilah-ppkm-batasi-kegiatan-warga,1
 Puskapsi Soroti Pemerintah-DPR soal Partisipasi Publik Bahas RUU," ""Pusat Kajian Pancasila dan Konstitusi Universitas Jember menilai tahun 2020 menjadi catatan serius dalam proses legislasi sebagai refleksi hukum 2020.""",https://news.detik.com/berita/d-5316062/puskapsi-soroti-pemerintah-dpr-soal-partisipasi-publik-bahas-ruu,1
LPS-IADI Serukan Ekonomi Hijau Berkelanjutan Lewat Seminar Internasional,LPS bersama IADI ( International Association of Deposit Insurers) menggelar seminar internasional yang mengumpulkan lembaga-lembaga pinjaman dari berbagai negara.,https://www.liputan6.com/bisnis/read/5120904/lps-iadi-serukan-ekonomi-hijau-berkelanjutan-lewat-seminar-internasional,1
Pertamina Ingin Jadi Pemain Kelas Dunia untuk Hasilkan Listrik Berbasis Panas Bumi,Pertamina juga akan meningkatkan kapasitas panas bumi dari semula 672 MW pada 2020 menjadi 1.128 MW pada 2026.,https://www.liputan6.com/bisnis/read/5120898/pertamina-ingin-jadi-pemain-kelas-dunia-untuk-hasilkan-listrik-berbasis-panas-bumi,1
Transformasi Peruri Sang Penjamin Keaslian di Usia Lebih dari Setengah Abad,"Memasuki usia lebih dari setengah abad, Peruri telah berhasil membuktikan diri sebagai salah satu BUMN yang berhasil melakukan transformasi bisnis.",https://www.liputan6.com/bisnis/read/5119563/transformasi-peruri-sang-penjamin-keaslian-di-usia-lebih-dari-setengah-abad,1
"Waspada Pinjamkan Rekening ke Orang Lain, Bisa Terseret Kasus Korupsi","Di tengah semakin canggihnya kejahatan finansial, masyarakat harus waspada terhadap penggunaan rekeningnya. Apalagi jika harus meminjamkan rekening kepada orang lain dengan tujuan yang tidak jelas.",https://www.liputan6.com/bisnis/read/5120875/waspada-pinjamkan-rekening-ke-orang-lain-bisa-terseret-kasus-korupsi,1
"Viral Karyawan Dipaksa Ganti Rugi, Berikut Penjelasan The Goods Dept",Dalam sebuah postingan di media sosial menyebutkan jika manajemen The Goods Dept telah bertindak semena mena dan merugikan karyawan. Begini penjelasan manajemen.,https://www.liputan6.com/bisnis/read/5120881/viral-karyawan-dipaksa-ganti-rugi-berikut-penjelasan-the-goods-dept,1
BPKN Bentuk Tim Pencari Fakta Gagal Ginjal Akut,Tim Gabungan Pencari Fakta BPKN membuat data analis dugaan penyebab gagal ginjal akut untuk korban yang berada di wilayah Indonesia baik yang masih dirawat maupun yang sudah meninggal dunia.,https://www.liputan6.com/bisnis/read/5120831/bpkn-bentuk-tim-pencari-fakta-gagal-ginjal-akut,1
Bandara Sultan Hasanuddin Siapkan Area Parkir Pesawat VVIP G20,"Bandara Internasional Sultan Hasanuddin, Makassar menyiapkan area penempatan pesawat udara (parkir pesawat) VVIP G20 dan pendukungnya.",https://www.liputan6.com/bisnis/read/5120773/bandara-sultan-hasanuddin-siapkan-area-parkir-pesawat-vvip-g20,1
"Jalur Keuangan G20 Tak Capai Kata Sepakat, Kenapa?",Dari serangkaian pertemuan di tingkat menteri/sederajat tidak tercapai komunike atau kesepakatan bersama yang menjadi budaya di setiap Presidensi G20.,https://www.liputan6.com/bisnis/read/5120755/jalur-keuangan-g20-tak-capai-kata-sepakat-kenapa,1
"Kembangkan Usaha, UMKM Butuh Kemudahan Akses Modal","Dari target keseluruhan 64 juta UMKM untuk onboarding, baru 30 persen atau sekitar 20 juta di tahun 2022 pelaku UMKM yang telah go online",https://www.liputan6.com/bisnis/read/5121031/kembangkan-usaha-umkm-butuh-kemudahan-akses-modal,1
"Perjalanan Kretek dari Masa ke Masa, jadi Alat Diplomasi Indonesia Lobi Pangeran Philip",Tembakau khususnya kretek sejak dahulu telah menjadi salah satu ciri khas dari identitas kebudayaan nusantara.,https://www.liputan6.com/bisnis/read/5120733/perjalanan-kretek-dari-masa-ke-masa-jadi-alat-diplomasi-indonesia-lobi-pangeran-philip,1
Larangan Iklan Susu Formula Dinilai Berlebihan,"Produsen susu formula sudah tunduk dan patuh terhadap aturan, termasuk tidak mengiklankan produk.",https://www.liputan6.com/bisnis/read/5121000/larangan-iklan-susu-formula-dinilai-berlebihan,1
Menko Luhut: Emisi Karbon per Kapita Indonesia Lebih Rendah dari Negara Maju,"Saat berdiskusi Menteri Keuangan AS Janet Yellen, Menko Marves Luhut Binsar Panjaitan mengatakan Indonesia bisa mengikuti saran AS terkait transformasi energi bersih, asal AS jangan ganggu pertumbuhan ekonomi Indonesia.",https://www.liputan6.com/bisnis/read/5120682/menko-luhut-emisi-karbon-per-kapita-indonesia-lebih-rendah-dari-negara-maju,1
"Luhut Pede Indonesia jadi Negara Maju di 2030, Caranya?",Menteri Koordinator Bidang Maritim dan Investasi Luhut Binsar Panjaitan menyampaikan optimis Indonesia bisa menjadi negara maju dengan rata-rata pendapatan per-kapita USD 10 ribu per tahun pada 2030.,https://www.liputan6.com/bisnis/read/5120641/luhut-pede-indonesia-jadi-negara-maju-di-2030-caranya,1
Ketua Komisioner LPS: Belum Banyak Lembaga Keuangan Dunia yang Aktif Dukung Ekonomi Hijau,"LPS bersama IADI ( International Association of Deposit Insurers) menggelar seminar internasional di Westin Resort, Nusa Dua, Bali. Seminar ini bertujuan membuat terobosan dalam isu ekonomi hijau berkelanjutan.",https://www.liputan6.com/bisnis/read/5120595/ketua-komisioner-lps-belum-banyak-lembaga-keuangan-dunia-yang-aktif-dukung-ekonomi-hijau,1
"Buruh Ngotot Minta UMP 2023 Naik 13 Persen, Tak Dituruti Bakal Mogok Kerja",Konfederasi Serikat Pekerja Indonesia (KSPI) meminta besaran kenaikan Upah Minimum Provinsi UMP 2023 sebesar 13 persen.,https://www.liputan6.com/bisnis/read/5120537/buruh-ngotot-minta-ump-2023-naik-13-persen-tak-dituruti-bakal-mogok-kerja,1
Erick Thohir dan Luhut Bakal Sepanggung dengan CEO Dunia di Rangkaian KTT G20,"Menteri BUMN Erick Thohir dijadwalkan akan turut meramaikan gelaran acara rangkaian Konferensi Tingkat Tinggi (KTT) G20 di Bali. Dia akan berbicara dalam puncak forum bisnis, B20.",https://www.liputan6.com/bisnis/read/5120525/erick-thohir-dan-luhut-bakal-sepanggung-dengan-ceo-dunia-di-rangkaian-ktt-g20,1
"Tepis Isu PHK, Buruh Curiga Cuma Akal-akalan Pengusaha agar UMP 2023 Tak Naik",Kalangan buruh menilai penyebaran informasi terkait pemutusan hubungan kerja (PHK) massal di industri tekstil merupakan akal-akalan para pengusaha agar Upah Minimum Provinsi (UMP) tahun 2023 tidak mengalami kenaikan.,https://www.liputan6.com/bisnis/read/5120503/tepis-isu-phk-buruh-curiga-cuma-akal-akalan-pengusaha-agar-ump-2023-tak-naik,1
Go Global! Livin’ by Mandiri Kini Bisa Pakai Nomor Luar Negeri,"Fitur baru ini Livin’ by Mandiri bisa diakses Warga Negara Indonesia (WNI) di 118 negara mulai dari Belanda, Malaysia, Hongkong, Singapura, Arab Saudi, Australia, Amerika Serikat, Korea Selatan, Jepang, United Kingdom, dan puluhan negara lainnya.",https://www.liputan6.com/bisnis/read/5120527/go-global-livin-by-mandiri-kini-bisa-pakai-nomor-luar-negeri,1
Luhut: Persiapan KTT G20 di Bali Sudah 99 Persen,Menteri Koordinator Bidang Maritim dan Investasi Luhut Binsar Panjaitan mengungkapkan bahwa persiapan KTT G20 di Bali pada 15-16 November mendatang sudah mendekati penyelesaian.,https://www.liputan6.com/bisnis/read/5120469/luhut-persiapan-ktt-g20-di-bali-sudah-99-persen,1
"Elon Musk Bakal Hadiri G20 Bali, Bawa Investasi Tesla ke Indonesia?","Pendiri Tesla sekaligus CEO baru Twitter, Elon Musk dikabarkan bakal menghadiri forum internasional B20 dalam KTT G20 yang akan diselenggarakan di Bali, pada 13-14 November mendatang.",https://www.liputan6.com/bisnis/read/5120425/elon-musk-bakal-hadiri-g20-bali-bawa-investasi-tesla-ke-indonesia,1
Pertamina Tingkatkan Kapasitas Geothermal untuk Capai Pengurangan Emisi Signifikan,"Pertamina menargetkan pencapaian net zero emission pada 2060 dengan dukungan berbagai langkah dekarbonisasi dan bisnis hijau, termasuk pengembangan kapasitas geothermal.",https://www.liputan6.com/bisnis/read/5120320/pertamina-tingkatkan-kapasitas-geothermal-untuk-capai-pengurangan-emisi-signifikan,1
"Peringkat II Rating ESG Dunia, Pengamat: Pertamina Sejajar dengan Perusahaan Global","Sustainalytics menempatkan Pertamina pada peringkat kedua ESG secara global, terutama dalam sub-industri Integrated Oil & Gas.",https://www.liputan6.com/bisnis/read/5120223/peringkat-ii-rating-esg-dunia-pengamat-pertamina-sejajar-dengan-perusahaan-global,1
ITDC Resmikan Proyek PLTS Jelang Hajatan KTT G20 Bali,"Jelang KTT G20, ITDC Utilitas telah mencatatkan langkah awalnya dalam mengembangkan konsep keberlanjutan di kawasan pariwisata The Nusa Dua, Bali, melalui pemanfaatan energi surya atau PLTS.",https://www.liputan6.com/bisnis/read/5120113/itdc-resmikan-proyek-plts-jelang-hajatan-ktt-g20-bali,1
"Dibayangi Resesi, Kenaikan Tarif Cukai Rokok Bikin Industri Makin Berat",Kenaikan tarif Cukai Hasil Tembakau (CHT) atau cukai rokok untuk tahun 2023 dan tahun 2024 dengan rata-rata tertimbang 10 persen,https://www.liputan6.com/bisnis/read/5120085/dibayangi-resesi-kenaikan-tarif-cukai-rokok-bikin-industri-makin-berat,1
"Ada Lowongan Magang Buat Mahasiswa di Proyek Rusun, Minat?",Kementerian PUPR bekerjasama dengan Kemendikbudristek melaksanakan program Magang dan Studi Independen Bersertifikat (MSIB) Kampus Merdeka untuk mahasiswa.,https://www.liputan6.com/bisnis/read/5120034/ada-lowongan-magang-buat-mahasiswa-di-proyek-rusun-minat,1
"Ada Pelabelan BPA, Pelaku Bisnis Depot Air Minum Tak Khawatir",Bisnis depot air minum tidak bakal kena regulasi BPOM yang hanya menargetkan pelabelan galon bekas pakai polikarbonat mengandung BPA (Bisphenol A).,https://www.liputan6.com/bisnis/read/5120073/ada-pelabelan-bpa-pelaku-bisnis-depot-air-minum-tak-khawatir,1
"Gandeng Korsel, Indonesia Percepat Implementasi Pemerintahan Digital","Menteri PANRB Abdullah Azwar Anas, memperkuat kemitraan Indonesia dengan Korea Selatan (Korsel) untuk peningkatan implementasi Sistem Pemerintah Berbasis Elektronik (SPBE), menuju terwujudnya pemerintahan digital (digital government).",https://www.liputan6.com/bisnis/read/5120048/gandeng-korsel-indonesia-percepat-implementasi-pemerintahan-digital,1
Pertamina Bakal Gandeng Chevron Garap Green Hydrogen dan Ammonia,"PT Pertamina (Persero) bakal menggandeng perusahaan asal Amerika Serikat, Chevron Corporation dalam menggarap potensi green hydrogen dan green ammonia di dalam negeri.",https://www.liputan6.com/bisnis/read/5120041/pertamina-bakal-gandeng-chevron-garap-green-hydrogen-dan-ammonia,1
"Bentuk InJourney, Erick Thohir Incar Potensi 12 Persen Pariwisata ke PDB",Menteri BUMN Erick Thohir membongkar tujuannya dalam membentuk holding BUMN Pariwisata atau InJourney. Utamanya untuk melakukan pengembangan pariwisata di berbagai daerah.,https://www.liputan6.com/bisnis/read/5120052/bentuk-injourney-erick-thohir-incar-potensi-12-persen-pariwisata-ke-pdb,1
"Luhut Cek Tactical Floor Game, Pastikan Keamanan Delegasi KTT G20","Menko Marves Luhut B. Pandjaitan, melakukan pengecekan di Tactical Floor Game (TFG) yang telah dibuat oleh jajaran TNI.",https://www.liputan6.com/bisnis/read/5120011/luhut-cek-tactical-floor-game-pastikan-keamanan-delegasi-ktt-g20,1
"Ternyata, Ini yang Dicemaskan Warganet Jika Terjadi Resesi",Ancaman resesi global menanti pada 2023. Resesi membuat ekonomi dunia termasuk Indonesia melemah dibandingkan sebelumnya.,https://www.liputan6.com/bisnis/read/5119958/ternyata-ini-yang-dicemaskan-warganet-jika-terjadi-resesi,1
"Warganet: Resesi di Depan Mata, Pejabat Malah Sibuk Pencitraan","Dari survei Continuum, ada warganet di media sosial yang menyatakan resesi di depan mata, namun para pejabat malah sibuk melakukan pencitraan.",https://www.liputan6.com/bisnis/read/5119899/warganet-resesi-di-depan-mata-pejabat-malah-sibuk-pencitraan,1
"Lolos SNI, Minyak Makan Merah Aman Dikonsumsi",Minyak makan merah sudah kantongi sertifikasi Standarisasi Nasional Indonesia (SNI) oleh Badan Standardisasi Nasional (BSN) dengan Nomor SNI 9098 tahun 2022.,https://www.liputan6.com/bisnis/read/5119921/lolos-sni-minyak-makan-merah-aman-dikonsumsi,1
